Column1,academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
503,รองศาสตราจารย์,ดร. กนกวรรณ แสนไชยสุริยา,Kanokwan Sanchaisuriya,มหาวิทยาลัยขอนแก่น,Khon Kaen University,เทคนิคการแพทย์,1948,102,826,26,139,ปริญญาเอก,ข้าราชการ
504,รองศาสตราจารย์,ดร. กนกศักดิ์ แก้วเทพ,Kanoksak Kaewthep,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เศรษฐศาสตร์,,,,1,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
505,รองศาสตราจารย์,ดร. กนกอร สมปราชญ์,Kanokorn Somprach,มหาวิทยาลัยขอนแก่น,Khon Kaen University,การบริหารการศึกษา,18,12,16,2,21,ปริญญาเอก,ข้าราชการ
506,รองศาสตราจารย์,ดร. กมล บุษบา,Kamon Budsaba,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,สถิติ,179,16,144,5,25,ปริญญาเอก,ข้าราชการ
507,ศาสตราจารย์,ดร. กมล เลิศรัตน์,Kamol Lertrat,มหาวิทยาลัยขอนแก่น,Khon Kaen University,การปรับปรุงพันธุ์ผัก,411,54,314,11,72,ปริญญาเอก,ข้าราชการ
508,ศาสตราจารย์,ดร. กมลชนก สุทธิวาทนฤพุฒิ,Kamonchanok Suthiwartnarueput,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,การบริหารธุรกิจ,26,12,26,3,21,ปริญญาเอก,ข้าราชการ
509,รองศาสตราจารย์,ดร. กมลชัย ตรงวานิชนาม,Kamolchai Trongvanichnam,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,เภสัชวิทยา,29,5,26,4,9,ปริญญาเอก,ข้าราชการ
510,รองศาสตราจารย์,ดร. กมลรัฐ อินทรทัศน์,Kamolrat Intaratat,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,นิเทศศาสตร์,3,3,3,1,4,ปริญญาเอก,ข้าราชการ
511,รองศาสตราจารย์,ดร. กมลวรรณ เจนวิถีสุข,Kamonwan Jenwitheesuk,มหาวิทยาลัยขอนแก่น,Khon Kaen University,ศัลยศาสตร์ตกแต่ง,60,32,56,4,48,ปริญญาเอก,ข้าราชการ
512,รองศาสตราจารย์,ดร. กมลวรรณ แจ้งชัด,Kamolwan Jangchud,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,พัฒนาผลิตภัณฑ์,698,32,639,15,49,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
513,รองศาสตราจารย์,ดร. กมลวัลย์ ลือประเสริฐ,Kamolwan Lueprasert,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,วิศวกรรมโยธา,61,5,61,2,5,ปริญญาเอก,ข้าราชการ
514,รองศาสตราจารย์,ดร. กมลวิช เลาประสพวัฒนา,Kamolwish Laoprasopwattana,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,กุมารเวชศาสตร์,317,20,299,8,34,ปริญญาเอก,ข้าราชการ
515,รองศาสตราจารย์,ดร. กมลเนตร โอฆานุรักษ์,Kamolnetr Okanurak,มหาวิทยาลัยมหิดล,Mahidol University,อายุรศาสตร์เขตร้อน,324,32,313,12,138,ปริญญาเอก,ข้าราชการ
516,รองศาสตราจารย์,ดร. กมเลศน์ สันติเวชกุล,Kamales Santivejkul,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,บริหารธุรกิจ,1,3,1,1,5,ปริญญาเอก,ข้าราชการ
517,รองศาสตราจารย์,ดร. กรกฎ ศิริมัย,Korakot Sirimai,มหาวิทยาลัยมหิดล,Mahidol University,สูติศาสตร์และนรีเวชวิทยา,172,24,169,7,78,ปริญญาเอก,ข้าราชการ
518,รองศาสตราจารย์,ดร. กรกนก อิงคนินันท์,Kornkanok Ingkaninan,มหาวิทยาลัยนเรศวร,Naresuan University,เภสัชศาสตร์,2850,131,2331,27,320,ปริญญาเอก,ข้าราชการ
519,รองศาสตราจารย์,ดร. กรณ์กาญจน์ ภมรประวัติธนะ,Kornkarn Bhamarapravatana,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,95,53,87,4,94,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
520,รองศาสตราจารย์,ดร. กรรณชัย กัลยาศิริ,Kannachai Kanlayasiri,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,materials Processing,461,35,418,11,27,ปริญญาเอก,ข้าราชการ
521,รองศาสตราจารย์,ดร. กรรณิการ์ กันธะรักษา,Kannika Kantaruksa,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,การพยาบาล,21,4,21,2,11,ปริญญาเอก,ข้าราชการ
522,รองศาสตราจารย์,ดร. กรรณิการ์ สัจกุล,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,สารัตถศึกษา,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
523,รองศาสตราจารย์,ดร. กรรณิการ์ สัจจาพันธ์,Kannika Sajjaphan,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,ปฐพีวิทยา,190,13,181,8,50,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
524,รองศาสตราจารย์,ดร. กรรนิการ์ ฉัตรสันติประภา,Kannikar Chatsantiprapa,มหาวิทยาลัยขอนแก่น,Khon Kaen University,พิษวิทยา,18,5,18,2,11,ปริญญาเอก,ข้าราชการ
525,รองศาสตราจารย์,ดร. กรรวี บุญชัย,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,พลศึกษา,,,,,,ปริญญาเอก,ข้าราชการ
526,รองศาสตราจารย์,ดร. กรองกาญจน์ อรุณรัตน์,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,เทคโนโลยีทางการศึกษา,,,,,,ปริญญาเอก,ข้าราชการ
527,รองศาสตราจารย์,ดร. กรองทอง ยุวถาวร,Krongtong C. Yoovathaworn,มหาวิทยาลัยมหิดล,Mahidol University,เภสัชวิทยา,517,25,507,14,67,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
528,รองศาสตราจารย์,ดร. กรองทิพย์ นาควิเชตร,,มหาวิทยาลัยวงษ์ชวลิตกุล,Vongchavalitkul University,การบริหารการศัึกษา,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
529,ศาสตราจารย์,ดร. กระแส ชนะวงศ์,Krasae Chanawongse,วิทยาลัยบัณฑิตเอเซีย,College of Asian Scholars,-,,,,1,,ปริญญาเอก,อาจารย์วิทยาลัยเอกชน
530,รองศาสตราจารย์,ดร. กรินทร์ กาญทนานนท์,,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,Valaya Alongkorn Rajabhat University,6802 บริหารธุรกิจ อนุสาขาวิชา 680220 การจัดการอุตสาหกรรม,,,,,,ปริญญาเอก,ข้าราชการ
531,ศาสตราจารย์,ดร. กรีฑา ธรรมคำภีร์,Kreetha Thammakumpee,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,อายุรศาสตร์,48,7,48,4,17,ปริญญาเอก,ข้าราชการ
532,รองศาสตราจารย์,ดร. กรุณี ขวัญบุญจัน,Karunee Kwanbunjan,มหาวิทยาลัยมหิดล,Mahidol University,โภชนศาสตร์,78,20,74,5,74,ปริญญาเอก,ข้าราชการ
533,ศาสตราจารย์,ดร. กฤช เพิ่มทันจิตต์,Grit Permtanjit,สถาบันบัณฑิตพัฒนบริหารศาสตร์,National Institute of Development Administration,รัฐประศาสนศาสตร์,,,,0,,ปริญญาเอก,ข้าราชการ
534,รองศาสตราจารย์,ดร. กฤตติกา แสนโภชน์,,มหาวิทยาลัยราชภัฏอุดรธานี,Udon Thani Rajabhat University,บัญชี,,,,,,ปริญญาเอก,ข้าราชการ
535,รองศาสตราจารย์,ดร. กฤตพล สมมาตย์,Kritapon Sommart,มหาวิทยาลัยขอนแก่น,Khon Kaen University,โภชนศาสตร์สัตว์,261,21,220,8,46,ปริญญาเอก,ข้าราชการ
536,รองศาสตราจารย์,ดร. กฤตยา แสวงเจริญ,Kritaya Sawangchareon,มหาวิทยาลัยขอนแก่น,Khon Kaen University,การพยาบาล,,,,1,,ปริญญาเอก,ข้าราชการ
537,รองศาสตราจารย์,ดร. กฤติยา เลิศโภคะสมบัติ,Krittiya Lertpocasombut,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,6,6,6,1,7,ปริญญาเอก,ข้าราชการ
538,รองศาสตราจารย์,ดร. กฤษ เฉยไสย,Krit Choeisai,มหาวิทยาลัยขอนแก่น,Khon Kaen University,-,15,12,15,3,15,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
539,รองศาสตราจารย์,ดร. กฤษฎา สังขมณี,Krisada Sungkhamanee,มหาวิทยาลัยราชภัฏสวนสุนันทา,Suan Sunandha Rajabhat University,บริหารธุรกิจ,,,,1,,ปริญญาเอก,ข้าราชการ
540,รองศาสตราจารย์,ดร. กฤษฎารัตน์ วัฒนสุวรรณ,Kritsadarat Wattanasuwan,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,1,,ปริญญาเอก,ข้าราชการ
541,ศาสตราจารย์,ดร. กฤษณะ สาคริก,Kritsana P. Sagarik,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,เคมี,734,43,495,17,44,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
542,ศาสตราจารย์,ดร. กฤษณะ เนียมมณี,Kritsana Neammanee,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,คณิตศาสตร์,78,31,57,6,22,ปริญญาเอก,ข้าราชการ
543,รองศาสตราจารย์,ดร. กฤษณะ ไวยมัย,Kitsana Waiyamai,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,วิศวกรรมคอมพิวเตอร์,164,44,137,6,41,ปริญญาเอก,ข้าราชการ
544,รองศาสตราจารย์,ดร. กฤษณะเดช เจริญสุธาสินี,Krisanadej Jaroensutasinee,มหาวิทยาลัยวลัยลักษณ์,Walailak University,วิทยาศาสตร์เชิงคำนวณ,482,58,356,11,29,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
545,รองศาสตราจารย์,ดร. กฤษณา ภูตะคาม,Krisana Pootakham,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,เภสัชศาสตร์,5,2,5,1,6,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
546,รองศาสตราจารย์,ดร. กฤษณา ยอดมงคล,,มหาวิทยาลัยราชภัฏเลย,Loei Rajabhat University,ภาษาศาสตร์,,,,,,ปริญญาเอก,ข้าราชการ
547,รองศาสตราจารย์,ดร. กฤษณา รุ่งโรจน์วณิชย์,K. Rungrojwanich,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,ส่งเสริมการเกษตรและสหกรณ์,38,2,33,2,1,ปริญญาเอก,ข้าราชการ
548,รองศาสตราจารย์,ดร. กฤษณา หงษ์อุเทน,,มหาวิทยาลัยศิลปากร,Silapakorn University,ทฤษฎีศิลป์,,,,,,ปริญญาเอก,ข้าราชการ
549,ศาสตราจารย์,ดร. กฤษณา ไกรสินธุ์,Krisana Kraisintu,มหาวิทยาลัยรังสิต,Rangsit University,-,32,8,30,3,14,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
550,รองศาสตราจารย์,ดร. กฤษณา ไวสำรวจ,,มหาวิทยาลัยเวสเทิร์น,Western University,ความสัมพันธ์ระหว่างประเทศ,,,,,,ปริญญาเอก,ข้าราชการ
551,รองศาสตราจารย์,ดร. กฤษณ์ ทองเลิศ,,มหาวิทยาลัยรังสิต,Rangsit University,นิเทศศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
552,รองศาสตราจารย์,ดร. กฤษดา ขันกสิกรรม,Krisda Khankasikam,มหาวิทยาลัยราชภัฏนครสวรรค์,Nakhon Sawan Rajabhat University,วิทยาการคอมพิวเตอร์,12,7,12,2,2,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
553,รองศาสตราจารย์,ดร. กฤษดา ตั้งชัยศักดิ์,,สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,Suvarnabhumi Institute of Technology,การบริหารธุรกิจ,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
554,รองศาสตราจารย์,ดร. กฤษดา เกิดดี,,มหาวิทยาลัยรังสิต,Rangsit University,นิเทศศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
555,รองศาสตราจารย์,ดร. กฤษมันต์ วัฒนาณรงค์,,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,เทคโนโลยีเทคนิคศึกษา,,,,,,ปริญญาเอก,ข้าราชการ
556,รองศาสตราจารย์,ดร. กล้า ทองขาว,,มหาวิทยาลัยธุรกิจบัณฑิตย์,Dhurakij Pundit University,ศึกษาศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
557,รองศาสตราจารย์,ดร. กวิน สนธิเพิ่มพูน,Kawin Sonthipermpoon,มหาวิทยาลัยนเรศวร,Naresuan University,วิศวกรรมอุตสาหการ,52,6,52,2,12,ปริญญาเอก,ข้าราชการ
558,รองศาสตราจารย์,ดร. กวิศร์ วานิชกุล,Kawit Wanichkul,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,พืชสวน,3,3,3,1,9,ปริญญาเอก,ข้าราชการ
559,ศาสตราจารย์,ดร. กวี รัตนบรรณางกูร,Kavi Ratanabanangkoon,สถาบันบัณฑิตศึกษาจุฬาภรณ์,Chulabhorn Graduate Institute,เภสัชวิทยา,985,73,715,17,144,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
560,รองศาสตราจารย์,ดร. กษมา จารุกำจร,Kasama Jarukumjorn,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,วิศวกรรมพอลิเมอร์,588,37,548,8,23,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
561,รองศาสตราจารย์,ดร. กษมา สุภนรานนท์,Kasama Supanaranond,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,จุลชีววิทยา/ภูมิคุ้มกันวิทยา/ชีววิทยาระดับโมเลกุล,,,,2,,ปริญญาเอก,ข้าราชการ
562,รองศาสตราจารย์,ดร. กอบชัย เดชหาญ,Kobchai Dejhan,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมไฟฟ้า,1503,183,1168,19,140,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
563,รองศาสตราจารย์,ดร. กอบธัม สถิรกุล,Korbtham Sathirakul,มหาวิทยาลัยมหิดล,Mahidol University,เภสัชกรรม,552,32,505,10,97,ปริญญาเอก,ข้าราชการ
564,รองศาสตราจารย์,ดร. กอบบุญ หล่อทองคำ,Gobboon Lothongkum,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิศวกรรมโลหการ,590,57,521,12,103,ปริญญาเอก,ข้าราชการ
565,รองศาสตราจารย์,ดร. กอบวุฒิ รุจิจนากุล,Gubwute Rujijanagul,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,ฟิสิกส์,1978,216,1551,24,163,ปริญญาเอก,ข้าราชการ
566,รองศาสตราจารย์,ดร. กอบเกียรติ ผ่องพุฒิ,Kobkiat Pongput,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,วิศวกรรมทรัพยากรน้ำ,115,14,113,6,29,ปริญญาเอก,ข้าราชการ
567,รองศาสตราจารย์,ดร. กังวาลย์ จันทรโชติ,Kungwan Juntarashote,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,การจัดการประมง,21,4,21,1,8,ปริญญาเอก,ข้าราชการ
568,ศาสตราจารย์พิเศษ,ดร. กัญจน์ นาคามดี,,มหาวิทยาลัยสยาม,Siam University,วิศวกรรมศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
569,รองศาสตราจารย์,ดร. กัญชลี เจติยานนท์,Kanchalee Jetiyanon,มหาวิทยาลัยนเรศวร,Naresuan University,โรคพืช,503,15,448,10,13,ปริญญาเอก,ข้าราชการ
570,รองศาสตราจารย์,ดร. กัญญดา ประจุศิลป,,วิทยาลัยเซนต์หลุยส์,Saint Louis College,พยาบาลศาสตร์,,,,,,ปริญญาเอก,ข้าราชการ
571,รองศาสตราจารย์,ดร. กัญญา กำศิริพิมาน,Kanya Kamsiripiman,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,อาชีวศึกษา,,,,1,,ปริญญาเอก,ข้าราชการ
572,รองศาสตราจารย์,ดร. กัญญา ศิริสกุล,Kanya Sirisagul,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,การโฆษณาและการประชาสัมพันธ์,,,,1,,ปริญญาเอก,ข้าราชการ
573,ศาสตราจารย์,ดร. กัญญา ศุภปีติพร,Kanya Suphapeetiporn,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,กุมารเวชศาสตร์,1632,121,1481,19,386,ปริญญาเอก,ข้าราชการ
574,ศาสตราจารย์,ดร. กัญดา ธรรมมงคล,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,การสอนภาษาอังกฤษ,,,,,,ปริญญาเอก,ข้าราชการ
575,รองศาสตราจารย์,ดร. กัณฑรีย์ บุญประกอบ,Kansri Boonpragob,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ชีววิทยา,665,37,513,14,159,ปริญญาเอก,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
576,รองศาสตราจารย์,ดร. กัณฑรีย์ ศรีพงศ์พันธุ์,,มหาวิทยาลัยศิลปากร,Silapakorn University,ชีววิทยาสิ่งแวดล้อม,,,,,,ปริญญาเอก,ข้าราชการ
577,รองศาสตราจารย์,ดร. กัณฑาทิพย์ สิงหะเนติ,Kantatip Sinhaneti,มหาวิทยาลัยชินวัตร,Shinawatra University,-,,,,0,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
578,รองศาสตราจารย์,ดร. กัณวริช พลูปราชญ์,Ganwarich Pluphrach,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,วิศวกรรมเครื่องกล,9,8,9,2,8,ปริญญาเอก,ข้าราชการ
579,รองศาสตราจารย์,ดร. กันตภณ หนูทองแก้ว,,มหาวิทยาลัยมหามกุฏราชวิทยาลัย,Mahamakut Buddhist University,-,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
580,รองศาสตราจารย์,ดร. กันทิมา สุวรรณพงศ์,Guntima Suwannapong,มหาวิทยาลัยบูรพา,Burapha University,ชีววิทยา,157,19,118,7,25,ปริญญาเอก,ข้าราชการ
581,รองศาสตราจารย์,ดร. กันยรัตน์ คมวัชระ,Kanyarat Komvuschara,มหาวิทยาลัยขอนแก่น,Khon Kaen University,วิศวกรรมเคมี,,,,1,,ปริญญาเอก,ข้าราชการ
582,รองศาสตราจารย์,ดร. กัมปนาท ภักดีกุล,Kampanad Bhaktikul,มหาวิทยาลัยมหิดล,Mahidol University,เทคโนโลยีการบริหารสิ่งแวดล้อม,104,13,97,4,21,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
583,รองศาสตราจารย์,ดร. กัมมาล กุมาร ปาวา,Kammal Kumar Pawa,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,45,4,45,2,16,ปริญญาเอก,ข้าราชการ
584,รองศาสตราจารย์,ดร. กัลยพงษ์ จตุรพาณิชย์,Ganyapong Chaturapanich,มหาวิทยาลัยมหิดล,Mahidol University,สรีรวิทยา,183,16,163,9,40,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
585,รองศาสตราจารย์,ดร. กัลยา กิจบุญชู,Kallaya Kijboonchoo,มหาวิทยาลัยมหิดล,Mahidol University,โภชนศาสตร์,151,14,145,5,35,ปริญญาเอก,ต่ออายุราชการ
586,รองศาสตราจารย์,ดร. กัลยา ตัณศิริ,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,กฎหมาย,,,,,,ปริญญาเอก,ข้าราชการ
587,รองศาสตราจารย์,ดร. กัลยา นฤดมกุล,Kanlaya Naruedomkul,มหาวิทยาลัยมหิดล,Mahidol University,วิทยาการคอมพิวเตอร์,220,47,180,9,26,ปริญญาเอก,ข้าราชการ
588,รองศาสตราจารย์,ดร. กัลยา วัฒยากร,Gullaya Wattayakorn,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิทยาศาสตร์ทางทะเล,1285,28,1165,17,67,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
589,รองศาสตราจารย์,ดร. กัลยา วานิชย์บัญชา,Kanlaya Vanichbuncha,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,สถิติ,16,3,16,2,4,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
590,รองศาสตราจารย์,ดร. กัลยา ศุพุทธมงคล,Kallaya Suputtamongkol,มหาวิทยาลัยมหิดล,Mahidol University,ทันตกรรมประดิษฐ์,97,12,92,5,37,ปริญญาเอก,ข้าราชการ
591,รองศาสตราจารย์,ดร. กัลยา เลาหสงคราม,Kalaya Laohasongkram,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เทคโนโลยีทางอาหาร,52,8,50,5,10,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
592,รองศาสตราจารย์,ดร. กัลยาณี จิตต์การุณย์,Kalayanee Jitgarun,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,King Mongkut’s University of Technology Thonburi,ครุศาสตร์อุตสาหกรรม,30,7,30,2,13,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
593,รองศาสตราจารย์,ดร. กัลยาณี จิรศรีพงศ์พันธ์,Kalyanee Jirasripongpun,มหาวิทยาลัยศิลปากร,Silapakorn University,เทคโนโลยีชีวภาพ,73,9,71,5,21,ปริญญาเอก,ข้าราชการ
594,รองศาสตราจารย์,ดร. กัลยาณี สิริสิงห,Kalyanee Sirisinha,มหาวิทยาลัยมหิดล,Mahidol University,วิทยาศาสตร์และเทคโนโลยีพอลิเมอร์,403,22,277,12,15,ปริญญาเอก,ข้าราชการ
595,ศาสตราจารย์,ดร. กัลยาณี เสนาสุ,Kalayanee Senasu,สถาบันบัณฑิตพัฒนบริหารศาสตร์,National Institute of Development Administration,เศรฐศาสตร์(การบริหารทรัพยากรมนุษย์),58,11,55,4,12,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
596,รองศาสตราจารย์,ดร. กัลยานี ภาคอัต,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,วิทยาการจัดการ,,,,,,ปริญญาเอก,ข้าราชการ
597,รองศาสตราจารย์,ดร. กาญจนา ชูครุวงศ์,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,อัญมณีและเครื่องประดับ,,,,,,ปริญญาเอก,ข้าราชการ
598,รองศาสตราจารย์,ดร. กาญจนา บุญส่ง,,มหาวิทยาลัยราชภัฏเพชรบุรี,Phetchaburi Rajabhat University,การศึกษา,,,,,,ปริญญาเอก,ข้าราชการ
599,ศาสตราจารย์,ดร. กาญจนา ปราบพาล,Kanchana Prapphal,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,การสอนภาษาอังกฤษ,16,3,16,2,2,ปริญญาเอก,ข้าราชการ
600,รองศาสตราจารย์,ดร. กาญจนา รุ่งรัชกานนท์,Karnchana Rungruchkanont,มหาวิทยาลัยอุบลราชธานี,Ubon Ratchathani University,พืชสวน,9,5,9,1,6,ปริญญาเอก,ข้าราชการ
601,รองศาสตราจารย์,ดร. กาญจนา วิชญาปกรณ์,,มหาวิทยาลัยนเรศวร,Naresuan University,ภาษาไทย,,,,,,ปริญญาเอก,ข้าราชการ
602,รองศาสตราจารย์,ดร. กาญจนา สุริยะพรหม,Kanjana Suriyaprom,มหาวิทยาลัยรังสิต,Rangsit University,เคมีคลินิก,139,21,132,7,33,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
603,ศาสตราจารย์พิเศษ,ดร. กาญจนา เงารังษี,,มหาวิทยาลัยนเรศวร,Naresuan University,ภาษาศาสตร์,,,,,,ปริญญาเอก,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
604,รองศาสตราจารย์,ดร. กาญจนา เศรษฐนันท์,Kanchana Sethanan,มหาวิทยาลัยขอนแก่น,Khon Kaen University,วิศวกรรมอุตสาหการ,358,41,280,12,48,ปริญญาเอก,ข้าราชการ
605,รองศาสตราจารย์,ดร. กาญจนา โชคถาวร,Kanchana Chokethaworn,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,เศรษฐศาสตร์,0,3,0,0,6,ปริญญาเอก,ข้าราชการ
606,รองศาสตราจารย์,ดร. กาญจนา โชคเหรียญสุขชัย,Kanchana Chokriensukchai,มหาวิทยาลัยหอการค้าไทย,University of the Thai Chamber of Commerce,นิเทศศาสตร์,,,,1,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
607,รองศาสตราจารย์,ดร. กาณฑ์ เกิดชื่น,Kaan Kerdchuen,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,Rajamangala University of Technology Isan,วิศวกรรมไฟฟ้า,2,3,2,1,6,ปริญญาเอก,ข้าราชการ
608,รองศาสตราจารย์,ดร. กานดา ปานทอง,Kanda Panthong,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,เคมีอินทรีย์,230,15,216,8,43,ปริญญาเอก,ข้าราชการ
609,รองศาสตราจารย์,ดร. กานดา พูนลาภทวี,,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,ครุศาสตร์อุตสาหกรรม,,,,,,ปริญญาเอก,ข้าราชการ
610,รองศาสตราจารย์,ดร. กานต์ โกวิทย์สมบูรณ์,,มหาวิทยาลัยราชภัฏสวนดุสิต,Suan Dusit University,รัฐศาสตร์,,,,,,ปริญญาเอก,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
611,ศาสตราจารย์,ดร. กาบแก้ว สุคนธสรรพ์,Kabkaew L. Sukontason,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,ปรสิตวิทยา,1020,86,691,18,120,ปริญญาเอก,ข้าราชการ
