Column1,academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
612,รองศาสตราจารย์,ดร. กาสัก เต๊ะขันหมาก,,มหาวิทยาลัยราชภัฏเทพสตรี,Thepsatri Rajabhat University,สังคมศาสตร์,,,,,,ปริญญาเอก,ข้าราชการ
613,รองศาสตราจารย์,ดร. กาาญจน์สุนภัส บาลทิพย์,Karnsunaphat Balthip,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,พยาบาลศาสตร์,6,7,6,2,28,ปริญญาเอก,ข้าราชการ
614,รองศาสตราจารย์,ดร. กำจร หลุยยะพงศ์,,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,นิเทศศาสตร์,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
615,รองศาสตราจารย์,ดร. กำชัย จงจักรพันธ์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,นิติศาสตร์,,,,,,ปริญญาเอก,ข้าราชการ
616,รองศาสตราจารย์,ดร. กำธร ธีรคุปต์,Kumthorn Thirakhupt,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ชีววิทยา,222,27,204,9,65,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
617,รองศาสตราจารย์,ดร. กำพล ปัญญาโกเมศ,Kamphol Panyagometh,สถาบันบัณฑิตพัฒนบริหารศาสตร์,National Institute of Development Administration,บริหารธุรกิจ,19,12,19,2,6,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
618,รองศาสตราจารย์,ดร. กำพล รุจิวิชชญ์,Kampol Ruchiwit,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,1,,ปริญญาเอก,ข้าราชการ
619,รองศาสตราจารย์,ดร. กิจการ พรหมมา,Kitchakarn Promma,มหาวิทยาลัยนเรศวร,Naresuan University,ธรณีวิทยา,9,2,9,2,4,ปริญญาเอก,ข้าราชการ
620,รองศาสตราจารย์,ดร. กิจบดี ก้องเบญจภุช,Kijbodi Kongbenjapuch,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,กฎหมาย,,,,1,,ปริญญาเอก,ข้าราชการ
621,รองศาสตราจารย์,ดร. กิจประมุข ตันตยาภรณ์,Kitpramuk Tantayaporn,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,-,0,2,0,0,7,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
622,รองศาสตราจารย์,ดร. กิดานันท์ มลิทอง,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,โสตทัศนศึกษา,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
623,รองศาสตราจารย์,ดร. กิตติ ตีรเศรษฐ,Kitti Tirasesth,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมศาสตร์,222,53,156,9,48,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
624,รองศาสตราจารย์,ดร. กิตติ บุญเลิศนิรันดร์,Kitti Boonlertnirun,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ,Rajamangala University of Technology Suvarnabhumi,พืชศาสตร์,10,4,10,2,7,ปริญญาเอก,ข้าราชการ
625,รองศาสตราจารย์,ดร. กิตติ ลิ่มสกุล,Kitti Limskul,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เศรษฐศาสตร์,21,3,21,2,6,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
626,รองศาสตราจารย์,ดร. กิตติ วงส์พิเชษฐ,Kitti Wongpichet,มหาวิทยาลัยอุบลราชธานี,Ubon Ratchathani University,พืชไร่,102,12,51,6,17,ปริญญาเอก,ข้าราชการ
627,รองศาสตราจารย์,ดร. กิตติ อมรรักษา,Kitti Amornraksa,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,เคมี (เคมีอินทรีย์),236,7,221,6,22,ปริญญาเอก,ต่ออายุราชการ
628,รองศาสตราจารย์,ดร. กิตติ อัตถกิจมงคล,Kitti Attakitmongcol,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,วิศวกรรมไฟฟ้า,489,28,448,8,15,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
629,ศาสตราจารย์,ดร. กิตติ อินทรานนท์,Kitti Intaranont,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิศวกรรมอุตสาหการ,14,8,14,3,12,ปริญญาเอก,ข้าราชการ
630,รองศาสตราจารย์,ดร. กิตติ โพธิปัทมะ,Kitti Bodhipadma,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,ชีววิทยา,136,27,129,5,49,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
631,รองศาสตราจารย์,ดร. กิตติ ไพฑูรย์,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมอิเล็กทรอนิกส์,,,,,,ปริญญาเอก,ข้าราชการ
632,รองศาสตราจารย์,ดร. กิตติกร นิลมานัต,Kittikorn Nilmanat,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,พยาบาลศาสตร์,85,12,84,6,28,ปริญญาเอก,ข้าราชการ
