"academic_rank","thai_db_name","scopus_name","thai_affiliation","eng_affiliation","field","citation_count","doc_count","cited_by_count","h_index","co_author_count","highest_edu","employment_type","field_group","funded_by","missing_scopus","rank_i","passed"
"asso_prof","ดร. สุนันทา กิ่งไพบูลย์","Sununtha Kingpaiboon","มหาวิทยาลัยขอนแก่น","Khon Kaen University","วิศวกรรมเกษตร",16,16,13,2,25,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุนันทา โอศิริ","Sunantha Osiri","มหาวิทยาลัยบูรพา","Burapha University","เภสัชศาสตร์สาธารณสุข",21,2,21,2,3,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุนันท์ สายกระสุน","Sunan Saikrasun","มหาวิทยาลัยมหาสารคาม","Mahasarakham University","เคมี",360,32,269,12,17,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุนิตย์ สุขสำราญ","Sunit Suksamrarn","มหาวิทยาลัยศรีนครินทรวิโรฒ","Srinakharinwirot University","เคมี",1240,41,926,20,132,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,1
"asso_prof","ดร. สุนิติ สุภาพ","Suniti Suparp","มหาวิทยาลัยเกษมบัณฑิต","Kasem Bundit University","วิศวกรรมโยธา",0,3,0,0,3,"ปริญญาเอก","อาจารย์มหาวิทยาลัยเอกชน","engineering","private_university",FALSE,1,0
"asso_prof","ดร. สุนีย์ กอรปศรีเศรษฐ์","Sunee Korbsrisate","มหาวิทยาลัยมหิดล","Mahidol University","!! รอแก้ไข !!",734,56,521,17,185,"ปริญญาเอก","ข้าราชการ","unknown","government",FALSE,1,1
"prof","ดร. สุนีย์ มัลลิกะมาลย์","Sunee Mallikamarl","มหาวิทยาลัยรามคำแหง","Ramkhamhaeng University","กฎหมายสิ่งแวดล้อมและองค์กร",2,5,2,1,3,"ปริญญาเอก","ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",FALSE,3,0
"asso_prof","ดร. สุนีย์ ละกำปั่น","Sunee Lagampan","มหาวิทยาลัยมหิดล","Mahidol University","การพยาบาลสาธารณสุข",44,14,43,4,33,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุนีย์รัตน์ ศรีเปารยะ","Suneerat Sripaoraya","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","Rajamangala University of Technology Srivijaya","พืชศาสตร์",101,8,82,4,9,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุบรรณ เอี่ยมวิจารณ์","Subunn Ieamvijarn","มหาวิทยาลัยมหาสารคาม","Mahasarakham University","เศรษฐศาสตร์",4,5,4,1,9,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุบัณฑิต นิ่มรัตน์","Subuntith Nimrat","มหาวิทยาลัยบูรพา","Burapha University","จุลชีววิทยา",507,35,381,13,37,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,1
"asso_prof","ดร. สุปรียา ตรีวิจิตรเกษม","Supreya Trivijitkasem","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","ฟิสิกส์",3,4,3,1,8,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุพงศ์ ตั้งเคียงศิริสิน","Supong Tangkiengsirisin","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","-",10,7,9,2,5,"ปริญญาเอก","ข้าราชการ","unknown","government",FALSE,1,0
"prof","ดร. สุพจน์ หารหนองบัว","Supot Hannongbua","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","เคมี",2058,119,1574,28,160,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,3,1
"asso_prof","ดร. สุพจน์ เตชวรสินสกุล","Supot Teachavorasinskun","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","วิศวกรรมโยธา",374,29,339,9,27,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุพร จารุมณี","Suporn Charumanee","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","เภสัชศาสตร์",40,14,40,3,29,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","ดร. สุพรรณ ฟู่เจริญ","Supan P. Fucharoen","มหาวิทยาลัยขอนแก่น","Khon Kaen University","เทคนิคการแพทย์",3019,181,1418,30,300,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ดร. สุพรรณี ฉายะบุตร","Supanee Chayabutra","มหาวิทยาลัยศิลปากร","Silapakorn University","เคมีฟิสิคัล (ประยุกต์)",127,3,127,2,9,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุพรรณี พรหมเทศ","Supannee Sriamporn Promthet","มหาวิทยาลัยขอนแก่น","Khon Kaen University","วิทยาการระบาด",955,92,682,17,178,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ดร. สุพล ดุรงค์วัฒนา","S. Durongwatana","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","สถิติ",11,2,11,1,6,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุพล อนันตา","Supon Ananta","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","วัสดุศาสตร์",3002,241,1853,28,133,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,1
"asso_prof","ดร. สุพัฒน์ กิตติรัตน์สัจจา","Supat Kittiratsatcha","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมไฟฟ้า",91,21,83,5,27,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"prof","ดร. สุพัฒน์ อรรถธรรม","Supat Attathom","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","โรคพืช",135,12,123,6,36,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,3,0
"asso_prof","ดร. สุพัฒน์พงษ์ มัตราช","Supatpong Mattaraj","มหาวิทยาลัยอุบลราชธานี","Ubon Ratchathani University","วิศวกรรมสิ่งแวดล้อม",468,12,408,10,16,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุพัตรา ชาติบัญชาชัย","Supatra Chadbunchachai","มหาวิทยาลัยขอนแก่น","Khon Kaen University","เภสัชศาสตร์",50,4,50,2,11,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุพานี ธนาคุณ","Supanee Thanakun","มหาวิทยาลัยมหิดล","Mahidol University","เวชศาสตร์ช่องปาก",155,17,138,7,25,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ดร. สุพิชชา จันทรโยธา","Supitcha Chanyotha","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","นิวเคลียร์เทคโนโลยี",166,36,142,9,68,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุพิตร สมาหิโต","Supitr Samahito","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","พลศึกษา",NA,NA,NA,1,NA,"ปริญญาเอก","ข้าราชการ","liberal_arts","government",TRUE,1,0
"asso_prof","ดร. สุพีชา พาณิชย์ปฐม","Supeecha Panichpathom","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","ระบบสารสนเทศเพื่อการจัดการ",0,2,0,0,2,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุภวรรณ ฏิระวณิชย์กุล","S. Tirawanichakul","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","วิศวกรรมเคมี",7,2,7,2,4,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"prof","ดร. สุภา หารหนองบัว","Supa Hannongbua","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","เคมีเชิงฟิสิกส์",1826,164,1459,21,326,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,3,1
"prof","ดร. สุภา เพ่งพิศ","Supa Pengpid","มหาวิทยาลัยมหิดล","Mahidol University","-",1675,247,1412,20,109,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",FALSE,3,1
"asso_prof","ดร. สุภาณี รัศมีมาสเมือง","Supanee Rassameemasmaung","มหาวิทยาลัยมหิดล","Mahidol University","ปริทันตวิทยา",86,10,81,4,28,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,0
"asso_prof","ดร. สุภาพ เกียรติทับทิว","Suparp Kietthubthew","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","พยาธิวิทยา",319,16,302,10,34,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุภาพร อิสริโยดม","Supaporn Isariyodom","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","สัตวบาล",59,9,48,5,22,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุภาภรณ์ ครัดทัพ","Supaporn Kradtap Hartwell","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","เคมี",86,12,84,6,24,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุภาภรณ์ ชีวะธนรักษ์","Supapon Cheevadhanarak","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","เทคโนโลยีชีวภาพ",1411,97,1101,23,212,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,1
"asso_prof","ดร. สุภาภรณ์ ดั๊กกลาส","Supaporn Douglas","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","วิศวกรรมอาหาร",391,17,359,9,29,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุภาภรณ์ เต็งไตรสรณ์","Supaporn Tengtrisorn","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","จักษุวิทยา",151,18,142,7,59,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุภาภรณ์ เทอดเทียนวงษ์","Supaporn Therdthianwong","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","วิศวกรรมเคมี",1016,38,923,18,30,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,1
"asso_prof","ดร. สุภาวดี พุ่มพวง","Supawadee Poompuang","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","เพาะเลี้ยงสัตว์น้ำ",424,41,363,10,65,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุภาวิณี สัตยาภรณ์","Supavinee Sattayaporn","มหาวิทยาลัยราชภัฏอุตรดิตถ์","Uttaradit Rajabhat University","คณิตศาสตร์",1,2,1,1,0,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุภิญญา ติ๋วตระกูล","Supinya Tewtrakul","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","เภสัชศาสตร์",2250,92,1870,28,123,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ดร. สุภีนันท์ อัญเชิญ","Supeenun Unchern","มหาวิทยาลัยมหิดล","Mahidol University","เภสัชวิทยา",419,19,409,8,58,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","ดร. สุมนทิพย์ บุนนาค","Sumontip Bunnag","มหาวิทยาลัยขอนแก่น","Khon Kaen University","สรีรวิทยาของพืช",158,29,153,6,28,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุมาลี จันทร์ชลอ","Sumalee Chanchalor","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","ครุศาสตร์อุตสาหกรรม",13,14,13,2,16,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","ดร. สุมาลี ชัยเจริญ","Sumalee Chaijaroen","มหาวิทยาลัยขอนแก่น","Khon Kaen University","เทคโนโลยีทางการศึกษา",35,44,26,4,39,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุมาลี ชิโนกุล","Sumalee Chinokul","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","การสอนภาษาอังกฤษ",7,4,7,1,5,"ปริญญาเอก","ข้าราชการ","liberal_arts","government",FALSE,1,0
"prof","ดร. สุมาลี ตั้งประดับกุล","Sumalee Tungpradabkul","มหาวิทยาลัยมหิดล","Mahidol University","เคมี",733,47,588,17,149,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,3,0
"prof","ดร. สุมาลี สังข์ศรี","Sumalee Sungsri","มหาวิทยาลัยสุโขทัยธรรมาธิราช","Sukhothai Thammathirat Open University","การศึกษานอกระบบ",8,3,8,2,2,"ปริญญาเอก","ข้าราชการ","liberal_arts","government",FALSE,3,0
"asso_prof","ดร. สุมิตรา ภู่วโรดม","Sumitra Poovarodom","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","ปฐพีวิทยา",648,23,497,13,52,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,1
"asso_prof","ดร. สุรจิต อาวสกุลสุทธิ","Surajit Awsakulsutthi","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","ศัลยศาสตร์",23,6,22,2,9,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุรฉัตร ง้อสุรเชษฐ์","Surachat Ngorsuraches","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","เภสัชศาสตร์",209,34,197,7,75,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ดร. สุรชัย นิมจิรวัฒน์","Surachai Nimgirawath","มหาวิทยาลัยศิลปากร","Silapakorn University","เคมีอินทรีย์",186,20,176,7,33,"ปริญญาเอก","ต่ออายุราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุรชัย พรภคกุล","Surachai Pornpakakul","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","เคมี",378,30,345,10,88,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุรชัย สุขสกุลชัย","Surachai Suksakulchai","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","ครุศาสตร์ไฟฟ้า",141,30,141,4,26,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","liberal_arts","gov_university",FALSE,1,0
"asso_prof","ดร. สุรชาติ ณ หนองคาย","Surachart Na Nongkhai","มหาวิทยาลัยมหิดล","Mahidol University","บริหารงานสาธารณสุข",NA,NA,NA,1,NA,"ปริญญาเอก","ข้าราชการ","social_science","government",TRUE,1,0
"asso_prof","ดร. สุรชาติ บำรุงสุข","Surachart Bamrungsuk","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","รัฐศาสตร์",NA,NA,NA,1,NA,"ปริญญาเอก","ข้าราชการ","social_science","government",TRUE,1,0
"asso_prof","ดร. สุรนันท์ น้อยมณี","Suranan Noimanee","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","วิศวกรรมคอมพิวเตอร์",8,8,8,2,23,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุรนาท ขมะณะรงค์","Suranart Khamanarong","มหาวิทยาลัยขอนแก่น","Khon Kaen University","รัฐประศาสนศาสตร์",7,2,7,2,5,"ปริญญาเอก","ข้าราชการ","social_science","government",FALSE,1,0
"asso_prof","ดร. สุรพงษ์ วัฒนะจีระ","Suraphong Wattanachira","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","-",524,24,501,9,41,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",FALSE,1,1
"prof","ดร. สุรพงษ์ โสธนะเสถียร","Surapongse Sotanasathien","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","การวิจัยการสื่อสาร(ทางการเมือง)",NA,NA,NA,0,NA,"ปริญญาเอก","ข้าราชการ","social_science","government",TRUE,3,0
"asso_prof","ดร. สุรพจน์ วงศ์ใหญ่","Surapote Wongyai","มหาวิทยาลัยรังสิต","Rangsit University","เภสัชเคมี",332,14,322,10,15,"ปริญญาเอก","อาจารย์มหาวิทยาลัยเอกชน","medicine","private_university",FALSE,1,1
"asso_prof","ดร. สุรพล ตั้งวรสิทธิชัย","Surapon Tangvarasittichai","มหาวิทยาลัยนเรศวร","Naresuan University","เทคนิคการแพทย์",203,30,194,8,34,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ดร. สุรพล ราษฎร์นุ้ย","Surapol Raadnui","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","King Mongkut's University of Technology North Bangkok","วิศวกรรมเครื่องกล",441,32,400,9,9,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"prof","ดร. สุรพล วิรุฬห์รักษ์","Surapone Virulrak","มหาวิทยาลัยมหาสารคาม","Mahasarakham University","นาฏยศิลป์",0,2,0,0,4,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","liberal_arts","gov_university",FALSE,3,0
"asso_prof","ดร. สุรพล เศรษฐบุตร","Suraphol Sreshthaputra","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","ส่งเสริมและเผยแพร่การเกษตร",0,2,0,0,5,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","liberal_arts","gov_university",FALSE,1,0
"asso_prof","ดร. สุรพันธุ์ เอื้อไพบูลย์","Surapan Airphaiboon","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมอิเล็กทรอนิกส์",52,14,47,5,27,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุรพันธ์ ยิ้มมั่น","Surapun Suntaropas Yimman","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","King Mongkut's University of Technology North Bangkok","วิศวกรรมไฟฟ้า",74,26,65,5,43,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"prof","ดร. สุรศักดิ์ นิลนนท์","Surathep Nilnond","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","พืชสวน",NA,NA,NA,0,NA,"ปริญญาเอก","ข้าราชการ","natural_science","government",TRUE,3,0
"asso_prof","ดร. สุรศักดิ์ บูรณตรีเวทย์","Surasak Buranatrevedh","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","-",78,9,78,4,7,"ปริญญาเอก","ข้าราชการ","unknown","government",FALSE,1,0
"asso_prof","ดร. สุรศักดิ์ วัฒเนสก์","Surasak Watanesk","มหาวิทยาลัยเชียงใหม่","Chiang Mai University","เคมี",320,23,295,9,46,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุรศักดิ์ สุรนันทชัย","Surasak Suranuntchai","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","วิศวกรรมวัสดุ",293,40,264,7,25,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","ดร. สุรศักดิ์ อังสุวัฒนา","Surasak Angsuwathana","มหาวิทยาลัยมหิดล","Mahidol University","สูติศาสตร์และนรีเวชวิทยา",253,22,249,9,142,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,1
"asso_prof","ดร. สุรศักดิ์ เนียมเจริญ","Surasak Niemcharoen","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมอิเล็กทรอนิกส์",284,91,239,10,109,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุรสิงห์ ไชยคุณ","Surasing Chaiyakun","มหาวิทยาลัยบูรพา","Burapha University","ฟิสิกส์",374,45,364,9,54,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"prof","ดร. สุรสิทธิ์ วชิรขจร","S. Vajirakachorn","สถาบันบัณฑิตพัฒนบริหารศาสตร์","National Institute of Development Administration","การพัฒนาสังคม",1,2,1,1,1,"ปริญญาเอก","ข้าราชการ","social_science","government",FALSE,3,0
"asso_prof","ดร. สุรสีห์ วัฒนวิกย์กิจ","Surasi Vadhanavikit","มหาวิทยาลัยวลัยลักษณ์","Walailak University","โภชนศาสตร์ชีวเคมี",1002,22,759,16,27,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,1
"asso_prof","ดร. สุระ พัฒนเกียรติ","Sura Pattanakiat","มหาวิทยาลัยมหิดล","Mahidol University","การจัดการสารสนเทศสิ่งแวดล้อมและทรัพยากร",21,10,21,2,39,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุรินทร บุญอนันธนสาร","Surintorn Boonanuntanasarn","มหาวิทยาลัยเทคโนโลยีสุรนารี","Suranaree University of Technology","การเพาะเลี้ยงสัตว์น้ำ",417,37,359,12,74,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุรินทร์ คำฝอย","S. Khomfoi","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมไฟฟ้า",876,61,738,12,45,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,1
"asso_prof","ดร. สุรินทร์ ปิยะโชคณากุล","Surin Peyachoknagul","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","พันธุศาสตร์",359,51,285,11,145,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"prof","ดร. สุรินทร์ พงศ์ศุภสมิทธิ์","Surin Phongsupasamit","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","วิศวกรรมเกษตร (การออกแบบและการวางแผนการใช้เครื่องจักรกลเกษตรขนาดเล็กสำหรับการทำนา)",14,8,11,2,8,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,3,0
"asso_prof","ดร. สุรินธร กลัมพากร","Surintorn Kalampakorn","มหาวิทยาลัยมหิดล","Mahidol University","การพยาบาลสาธารณสุข",74,21,70,5,53,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุริภณ สมควรพาณิชย์","Suripon Somkuarnpanit","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิศวกรรมอิเล็กทรอนิกส์",84,41,83,6,35,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุริยะ สะวานนท์","Suriya Sawanon","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","สัตวบาล",96,20,78,5,47,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุรีพร ธนศิลป์","Sureeporn Thanasilp","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","พยาบาลศาสตร์",62,19,61,4,31,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุรีพร เกตุงาม","Sureeporn Kate-Ngam","มหาวิทยาลัยอุบลราชธานี","Ubon Ratchathani University","พืชไร่",20,9,20,2,24,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุรียา ตันติวิวัฒน์","Sureeya Tantiwiwat","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","พฤกษศาสตร์",73,8,67,6,15,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุรีย์ กาญจนวงศ์","Suree Kanjanawong","มหาวิทยาลัยมหิดล","Mahidol University","สังคมศาสตร์",10,3,10,2,6,"ปริญญาเอก","ต่ออายุราชการ","social_science","government",FALSE,1,0
"asso_prof","ดร. สุรีย์ นานาสมบัติ","Suree Nanasombat","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","วิทยาศาสตร์และเทคโนโลยีการอาหาร",135,11,134,4,23,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุรีย์พร พันพึ่ง","Sureeporn Punpuing","มหาวิทยาลัยมหิดล","Mahidol University","วิจัยประชากรและสังคม",287,34,268,10,86,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",FALSE,1,1
"asso_prof","ดร. สุรีย์พร เจรียงประเสริฐ","Sureeporn Jariangprasert","มหาวิทยาลัยแม่โจ้","Maejo University","ชีววิทยา",12,3,7,3,3,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุรีย์มาศ บัวเทศ","Sureemas Buates","มหาวิทยาลัยมหิดล","Mahidol University","ปรสิตวิทยา",406,12,383,8,37,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
